"","Reference","sampleID","Sample.Type","sample.matrix","sample.matrix.specific","compartment","Sampling.apparatus","min_mesh_size_um","max_mesh_size_um","site","specific.location","latitude","longitude","season","particles.L.blank.corrected","particles.fish.blank.corrected","particles.kg.blank.corrected","alpha.05","alpha.50","alpha.95","rescaling_correction_factor_5thPercentile","rescaling_correction_factor_50thPercentile","rescaling_correction_factor_95thPercentile","fiber_correction_factor_5thPercentile","fiber_correction_factor_50thPercentile","fiber_correction_factor_95thPercentile","plastic_proportion_correction_5thPercentile","plastic_proportion_correction_50thPercentile","plastic_proportion_correction_95thPercentile","combined_correction_factor_5thPercentile","combined_correction_factor_50thPercentile","combined_correction_factor_95thPercentile","particles.L_rescaled_corrected_5thPercentile","particles.L_rescaled_corrected_50thPercentile","particles.L_rescaled_corrected_95thPercentile","particles.fish_rescaled_corrected_5thPercentile","particles.fish_rescaled_corrected_50thPercentile","particles.fish_rescaled_corrected_95thPercentile","particles.kg_rescaled_corrected_5thPercentile","particles.kg_rescaled_corrected_50thPercentile","particles.kg_rescaled_corrected_95thPercentile"
"279","Zhu et. al 2021","GFNMS27 Sep 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.7327 ","-123.2630 ","dry",1.262626263,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,15.0471985536125,33.3169044282723,61.9347470305038,NA,NA,NA,NA,NA,NA
"280","Zhu et. al 2021","GFNMS28 (DUP for Manta) Sep 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.8058 ","-122.7561 ","dry",3.664754621,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,43.6742780095775,96.7018373044297,179.764715048149,NA,NA,NA,NA,NA,NA
"281","Zhu et. al 2021","LSB14 Mar 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Lower South Bay",NA,"37.4801 ","-122.0781 ","wet",3.0984996741683,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,36.926001922957,81.7600746479149,151.988596402031,NA,NA,NA,NA,NA,NA
"282","Zhu et. al 2021","LSB15 (corrected from LSB14 to LSB15) Mar 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Lower South Bay",NA,"37.4654 ","-122.0912 ","wet",1.279590531,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,15.2493682030115,33.7645403694958,62.7668837267905,NA,NA,NA,NA,NA,NA
"283","Zhu et. al 2021","LSB16 Aug 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Lower South Bay",NA,"37.4528 ","-122.0331 ","dry",7.619047619,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,90.7990952446406,201.04372037498,373.731959111108,NA,NA,NA,NA,NA,NA
"284","Zhu et. al 2021","LSB16 Mar 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Lower South Bay",NA,"37.4645 ","-122.0271 ","wet",2.412280702,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,28.7480688100037,63.6528226584968,118.327964040564,NA,NA,NA,NA,NA,NA
"285","Zhu et. al 2021","MBNMS26 (GFNMS26 on bottle) Mar 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.8208 ","-123.0177 ","wet",13.57323232,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,161.757384364933,358.156722412621,665.798530222287,NA,NA,NA,NA,NA,NA
"286","Zhu et. al 2021","MBNMS28 (GFNMS28?) Mar 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.8064 ","-122.7583 ","wet",2.38322211630124,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,28.4017665656186,62.886054097667,116.902573006767,NA,NA,NA,NA,NA,NA
"287","Zhu et. al 2021","MBNMS29 Mar 30 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.8053 ","-122.5082 ","wet",0.943396226,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,11.2428124959339,24.8933851771423,46.2757732189212,NA,NA,NA,NA,NA,NA
"288","Zhu et. al 2021","MBNMS29 Nov 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.7985 ","-122.5049 ","wet",35.70314936,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,425.488042782145,942.098584413375,1751.32229433429,NA,NA,NA,NA,NA,NA
"289","Zhu et. al 2021","MBNMS29 Sept 13 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.7935 ","-122.5030 ","dry",2.25259875259875,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,26.8450781400967,59.4392969280237,110.495194018812,NA,NA,NA,NA,NA,NA
"290","Zhu et. al 2021","MBNMS30 Mar 30 (Mar 31 for Manta) grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.6726 ","-122.6108 ","wet",2.20226843100189,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,26.2452725091448,58.1112313209432,108.026374996579,NA,NA,NA,NA,NA,NA
"291","Zhu et. al 2021","MBNMS30 Sep 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.6718 ","-122.6110 ","dry",1.605651895,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,19.1351657889989,42.3683177662441,78.760949973899,NA,NA,NA,NA,NA,NA
"292","Zhu et. al 2021","MBNMS31 Mar 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.5070 ","-122.5804 ","wet",4.26944971537002,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,50.8806599897543,112.657919684265,209.426412098081,NA,NA,NA,NA,NA,NA
"293","Zhu et. al 2021","MBNMS31 Sep 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"N/A ","N/A ","dry",3.502069405,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,41.7354962666151,92.4090644133555,171.78462783325,NA,NA,NA,NA,NA,NA
"294","Zhu et. al 2021","MBNMS32 Mar 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.4504 ","-122.9320 ","wet",18.76590331,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,223.640424263426,495.175671068287,920.511087376094,NA,NA,NA,NA,NA,NA
"295","Zhu et. al 2021","MBNMS32 Sep 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"National Marine Sanctuary",NA,"37.4446 ","-122.9280 ","dry",6.298449612,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,75.0610253159986,166.197116216085,308.953563564197,NA,NA,NA,NA,NA,NA
"296","Zhu et. al 2021","SB10 Aug 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"South Bay",NA,"37.6534 ","-122.2281 ","dry",0.998003992015968,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,11.8935940628079,26.334319660061,48.9544108120155,NA,NA,NA,NA,NA,NA
"297","Zhu et. al 2021","SB10 Mar 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"South Bay",NA,"37.6500 ","-122.2433 ","wet",6.144393241,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,73.2250768086563,162.132032557063,301.396741212306,NA,NA,NA,NA,NA,NA
"298","Zhu et. al 2021","SB11 Aug 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"South Bay",NA,"37.5863 ","-122.2022 ","dry",3.346080306,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,39.8765147028424,88.2929818832115,164.133000689738,NA,NA,NA,NA,NA,NA
"299","Zhu et. al 2021","SB11 Mar 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"South Bay",NA,"37.5983 ","-122.2502 ","wet",1.59574468085106,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,19.0170977408514,42.1068962224166,78.2749781387865,NA,NA,NA,NA,NA,NA
"300","Zhu et. al 2021","SB12 Mar 19 grab","sample","water","surface water","marine","1-L grab",50,5000,"South Bay",NA,"37.5829 ","-122.2708 ","wet",2.666666667,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,31.7796833397953,70.3653021404785,130.806185706056,NA,NA,NA,NA,NA,NA
"301","Zhu et. al 2021","SB13 Aug 23 grab","sample","water","surface water","marine","1-L grab",50,5000,"South Bay",NA,"37.5649 ","-122.2227 ","dry",4.33839479392625,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,51.7023047762844,114.477172665428,212.808328128588,NA,NA,NA,NA,NA,NA
"302","Zhu et. al 2021","SB13 Mar 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"South Bay",NA,"37.5701 ","-122.2129 ","wet",9.931383171,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,118.356079597913,262.059291529847,487.15738170804,NA,NA,NA,NA,NA,NA
"303","Zhu et. al 2021","SPB2 Aug 21 2017 grab","sample","water","surface water","marine","1-L grab",50,5000,"San Pablo Bay",NA,"38.0513 ","-122.4218 ","dry",3.333333333,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,39.7246041658061,87.9566276558079,163.507732095781,NA,NA,NA,NA,NA,NA
"304","Zhu et. al 2021","SPB2 Nov 16 grab","sample","water","surface water","marine","1-L grab",50,5000,"San Pablo Bay",NA,"38.0598 ","-122.4244 ","wet",2.833333333,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,33.7659135403393,74.7631335061174,138.981572278961,NA,NA,NA,NA,NA,NA
"305","Zhu et. al 2021","SPB3 Aug 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"San Pablo Bay",NA,"38.6405 ","-122.3716 ","dry",5.086071987,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,60.6126589387722,134.206122010779,249.483628786024,NA,NA,NA,NA,NA,NA
"306","Zhu et. al 2021","SPB3 Nov 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"San Pablo Bay",NA,"38.0239 ","-122.3682 ","wet",5.243088656,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,62.4838864459969,138.34931901849,257.185660621621,NA,NA,NA,NA,NA,NA
"307","Zhu et. al 2021","SUB1 Aug 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Suisin Bay",NA,"38.1071 ","-122.0563 ","dry",2.764612954,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,32.9469465840876,72.9498096695154,135.610678282908,NA,NA,NA,NA,NA,NA
"308","Zhu et. al 2021","SUB1 Nov 22 grab","sample","water","surface water","marine","1-L grab",50,5000,"Suisin Bay",NA,"38.1079 ","-122.0570 ","wet",4.427577483,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,54.7569194408427,66.1877150037305,80.4762462944068,NA,NA,NA,0.183620430893975,0.399522194588418,0.708943179013415,11.9173812509336,26.3869882993811,49.0523196336395,52.7651288829598,116.830435238524,217.182945898821,NA,NA,NA,NA,NA,NA
