"","sampleID","specific.location","System","Sampling.location","latitude","longitude","particles.L.blank.corrected","particles.fish.blank.corrected","particles.kg.blank.corrected","sample.matrix","sample.matrix.specific","Sampling.apparatus","x1M","x2M","Sample.Type","season","locationNew","matrix","locationMatrix","proportion","proportion.upper95","proportion.lower95","proportion.sd","proportion.n","unaligned.particle.L.master","particles.fish.blank.corrected.particle.corrected","particles.kg.blank.corrected.particle.corrected","particles.L.blank.corrected.particle.corrected.upper95","particles.L.blank.corrected.particle.corrected.lower95","particles.L.blank.corrected.particle.corrected.sd","CF","particle.L.master","particle.fish.master","particles.kg.master","source","Reference","compartment","Conc","alpha","alpha.se","alpha.n","alpha.upper.68","alpha.lower.68","alpha.upper.95","alpha.lower.95","alpha.upper.99","alpha.lower.99","alpha.sd","CF.upper.68","CF.upper.95","CF.upper.99","CF.lower.68","CF.lower.95","CF.lower.99","CF.sd","conc.upper.68","conc.upper.95","conc.upper.99","conc.lower.68","conc.lower.95","conc.lower.99","conc.alignment.sd"
"33","TS LSB06_1",NA,"Estuary","Lower South Bay","37.4576","-122.0921",NA,1,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Lower South Bay","Fish","Lower South Bay Fish",0.15,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,11.375429244035,NA,1.70631438660526,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,2.9198112834828,4.91696057457562,8.67030067585141,1.01008416832099,0.626105500200057,0.392887323998909,0.165773804971264
"34","TS LSB06_2",NA,"Estuary","Lower South Bay","37.4576","-122.0921",NA,0.93,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Lower South Bay","Fish","Lower South Bay Fish",0.15,NA,NA,NA,NA,NA,0.1395,NA,NA,NA,NA,11.375429244035,NA,1.58687237954289,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,2.715424493639,4.57277333435533,8.06337962854181,0.939378276538518,0.582278115186053,0.365385211318985,0.154169638623276
"35","TS LSB06_3",NA,"Estuary","Lower South Bay","37.4576","-122.0921",NA,3.53,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Lower South Bay","Fish","Lower South Bay Fish",0.15,NA,NA,NA,NA,NA,0.5295,NA,NA,NA,NA,11.375429244035,NA,6.02328978471655,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,10.3069338306943,17.3568708282519,30.6061613857555,3.56559711417309,2.2101524157062,1.38689225371615,0.585181531548562
"36","TS LSB06_4",NA,"Estuary","Lower South Bay","37.4576","-122.0921",NA,2.4,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Lower South Bay","Fish","Lower South Bay Fish",0.15,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,11.375429244035,NA,4.09515452785261,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,7.00754708035871,11.8007053789815,20.8087216220434,2.42420200397037,1.50265320048014,0.942929577597381,0.397857131931034
"37","AN LSB06_3",NA,"Estuary","Lower South Bay","37.4576","-122.0921",NA,45.07,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Lower South Bay","Fish","Lower South Bay Fish",0.15,NA,NA,NA,NA,NA,6.7605,NA,NA,NA,NA,11.375429244035,NA,76.9035894042988,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,131.59589454657,221.607413096123,390.770451460623,45.5244934662269,28.2185748940166,17.7074316926308,7.47142539005487
"38","TS LSB06_5",NA,"Estuary","Lower South Bay","37.4576","-122.0921",NA,8,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Lower South Bay","Fish","Lower South Bay Fish",0.15,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,11.375429244035,NA,13.650515092842,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,23.3584902678624,39.335684596605,69.3624054068113,8.0806733465679,5.00884400160046,3.14309859199127,1.32619043977011
"39","TS LSB06_6",NA,"Estuary","Lower South Bay","37.4576","-122.0921",NA,11.67,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Lower South Bay","Fish","Lower South Bay Fish",0.15,NA,NA,NA,NA,NA,1.7505,NA,NA,NA,NA,11.375429244035,NA,19.9126888916833,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,34.0741976782442,57.3809299052975,101.182408887186,11.7876822443059,7.30665118733467,4.58499507106727,1.93458030401465
"40","TS LSB06_7",NA,"Estuary","Lower South Bay","37.4576","-122.0921",NA,5.73,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Lower South Bay","Fish","Lower South Bay Fish",0.15,NA,NA,NA,NA,NA,0.8595,NA,NA,NA,NA,11.375429244035,NA,9.77718143524811,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,16.7305186543564,28.1741840923183,49.6808228726286,5.78778228447926,3.58758451614633,2.25124436651375,0.949883902485343
"41","TS LSB06_8",NA,"Estuary","Lower South Bay","37.4576","-122.0921",NA,5.87,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Lower South Bay","Fish","Lower South Bay Fish",0.15,NA,NA,NA,NA,NA,0.8805,NA,NA,NA,NA,11.375429244035,NA,10.0160654493728,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,17.139292234044,28.8625585727589,50.8946649672478,5.9291940680442,3.67523928617434,2.3062485918736,0.97309223518132
"42","TS LSB06_9",NA,"Estuary","Lower South Bay","37.4576","-122.0921",NA,14.47,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Lower South Bay","Fish","Lower South Bay Fish",0.15,NA,NA,NA,NA,NA,2.1705,NA,NA,NA,NA,11.375429244035,NA,24.690369174178,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,42.2496692719961,71.1484195141092,125.45925077957,14.6159179156047,9.05974658789483,5.68507957826421,2.39874695793419
"43","TS LSB06_10",NA,"Estuary","Lower South Bay","37.4576","-122.0921",NA,1.8,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Lower South Bay","Fish","Lower South Bay Fish",0.15,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,11.375429244035,NA,3.07136589588946,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,5.25566031026904,8.85052903423612,15.6065412165325,1.81815150297778,1.1269899003601,0.707197183198036,0.298392848948275
"44","AN TB101_1",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,0,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,11.375429244035,NA,0,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,0,0,0,0,0,0,0
"45","AN TB101_2",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,0,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,11.375429244035,NA,0,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,0,0,0,0,0,0,0
"46","AN TB101_3",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,1.73,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.2249,NA,NA,NA,NA,11.375429244035,NA,2.55833403698348,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,4.37777038436854,7.37216288814705,12.9996708133265,1.51445286303593,0.938740846633286,0.589069061115698,0.248550191586915
"47","AN TB101_4",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,0.13,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.0169,NA,NA,NA,NA,11.375429244035,NA,0.192244754224192,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,0.328965404605729,0.553977558068853,0.976853876145926,0.113802816297498,0.0705412196892065,0.0442653051705438,0.0186771820267624
"48","AN TB101_5",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,1.8,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.234,NA,NA,NA,NA,11.375429244035,NA,2.6618504431042,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,4.55490560223316,7.67045849633797,13.5256690543282,1.57573130258074,0.976724580312089,0.612904225438298,0.258607135755172
"49","AN TB101_6",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,1,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,11.375429244035,NA,1.47880580172455,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,2.53050311235176,4.26136583129887,7.51426058573789,0.875406279211522,0.54262476684005,0.340502347465721,0.143670630975096
"50","AN TB101_7",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,5.47,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.7111,NA,NA,NA,NA,11.375429244035,NA,8.08906773543331,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,13.8418520245641,23.3096710972048,41.1030054039862,4.78847234728703,2.96815747461507,1.86254784063749,0.785878351433773
"51","AN TB101_8",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,3.87,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.5031,NA,NA,NA,NA,11.375429244035,NA,5.72297845267403,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,9.7930470448013,16.4914857671266,29.0801884668056,3.38782230054859,2.09995784767099,1.31774408469234,0.55600534187362
"52","AN TB101_9",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,7.4,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.962,NA,NA,NA,NA,11.375429244035,NA,10.9431629327617,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,18.725723031403,31.5341071516117,55.6055283344604,6.47800646616527,4.01542327461637,2.51971737124634,1.06316266921571
"53","AN TB101_10",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,6,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,11.375429244035,NA,8.87283481034733,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,15.1830186741105,25.5681949877932,45.0855635144273,5.25243767526914,3.2557486010403,2.04301408479433,0.862023785850573
"54","AN TB102_1",NA,"Estuary","Tomales Bay","38.0908","-122.8358",NA,5.47,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.7111,NA,NA,NA,NA,11.375429244035,NA,8.08906773543331,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,13.8418520245641,23.3096710972048,41.1030054039862,4.78847234728703,2.96815747461507,1.86254784063749,0.785878351433773
"55","AN TB102_2",NA,"Estuary","Tomales Bay","38.0908","-122.8358",NA,3.6,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.468,NA,NA,NA,NA,11.375429244035,NA,5.3237008862084,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,9.10981120446633,15.3409169926759,27.0513381086564,3.15146260516148,1.95344916062418,1.2258084508766,0.517214271510344
"56","AN TB102_3",NA,"Estuary","Tomales Bay","38.0908","-122.8358",NA,0,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,11.375429244035,NA,0,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,0,0,0,0,0,0,0
"57","AN TB102_4",NA,"Estuary","Tomales Bay","38.0908","-122.8358",NA,2,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,11.375429244035,NA,2.95761160344911,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,5.06100622470352,8.52273166259774,15.0285211714758,1.75081255842304,1.0852495336801,0.681004694931442,0.287341261950191
"58","AN TB102_5",NA,"Estuary","Tomales Bay","38.0908","-122.8358",NA,2.67,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.3471,NA,NA,NA,NA,11.375429244035,NA,3.94841149060456,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,6.75644330997919,11.377846769568,20.0630757639202,2.33733476549477,1.44880812746293,0.909141267733475,0.383600584703505
"59","AN TB102_6",NA,"Estuary","Tomales Bay","38.0908","-122.8358",NA,1.6,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.208,NA,NA,NA,NA,11.375429244035,NA,2.36608928275929,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,4.04880497976281,6.8181853300782,12.0228169371806,1.40065004673844,0.868199626944079,0.544803755945154,0.229873009560153
"60","AN TB102_7",NA,"Estuary","Tomales Bay","38.0908","-122.8358",NA,1.13,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.1469,NA,NA,NA,NA,11.375429244035,NA,1.67105055594875,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,2.85946851695749,4.81534338936773,8.49111446188381,0.98920909550902,0.613165986529256,0.384767652636265,0.162347813001858
"61","AN TB102_8",NA,"Estuary","Tomales Bay","38.0908","-122.8358",NA,1.6,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.208,NA,NA,NA,NA,11.375429244035,NA,2.36608928275929,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,4.04880497976281,6.8181853300782,12.0228169371806,1.40065004673844,0.868199626944079,0.544803755945154,0.229873009560153
"62","AN TB102_9",NA,"Estuary","Tomales Bay","38.0908","-122.8358",NA,1.6,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.208,NA,NA,NA,NA,11.375429244035,NA,2.36608928275929,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,4.04880497976281,6.8181853300782,12.0228169371806,1.40065004673844,0.868199626944079,0.544803755945154,0.229873009560153
"63","AN TB102_10",NA,"Estuary","Tomales Bay","38.0908","-122.8358",NA,0.87,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.1131,NA,NA,NA,NA,11.375429244035,NA,1.28656104750036,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,2.20153770774603,3.70738827323002,6.53740670959196,0.761603462914025,0.472083547150843,0.296237042295177,0.124993448948333
"64","TS TB101_1",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,6.33,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.8229,NA,NA,NA,NA,11.375429244035,NA,9.36084072491643,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,16.0180847011866,26.9744457121219,47.5652695077208,5.54132174740894,3.43481477409751,2.15537985945801,0.909435094072355
"65","TS TB101_2",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,0.13,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.0169,NA,NA,NA,NA,11.375429244035,NA,0.192244754224192,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,0.328965404605729,0.553977558068853,0.976853876145926,0.113802816297498,0.0705412196892065,0.0442653051705438,0.0186771820267624
"66","TS TB101_3",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,15.4,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,2.002,NA,NA,NA,NA,11.375429244035,NA,22.7736093465581,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,38.9697479302171,65.6250338020026,115.719613020363,13.4812566998574,8.35642140933676,5.24373615097211,2.21252771701647
"67","TS TB101_4",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,11.27,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,1.4651,NA,NA,NA,NA,11.375429244035,NA,16.6661413854357,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,28.5187700762043,48.0255929187383,84.685716801266,9.86582876671386,6.11538112228736,3.83746145593868,1.61916801108933
"68","TS TB101_5",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,11.4,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,1.482,NA,NA,NA,NA,11.375429244035,NA,16.8583861396599,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,28.84773548081,48.5795704768071,85.6625706774119,9.97963158301136,6.18592234197657,3.88172676110922,1.63784519311609
"69","TS TB101_6",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,3.27,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.4251,NA,NA,NA,NA,11.375429244035,NA,4.83569497163929,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,8.27474517739025,13.9346662683473,24.5716321153629,2.86257853302168,1.77438298756696,1.11344267621291,0.469802963288563
"70","TS TB101_7",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,11.33,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,1.4729,NA,NA,NA,NA,11.375429244035,NA,16.7548697335392,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,28.6706002629454,48.2812748686162,85.1365724364103,9.91835314346655,6.14793860829776,3.85789159678662,1.62778824894783
"71","TS TB101_8",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,1.87,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.2431,NA,NA,NA,NA,11.375429244035,NA,2.76536684922492,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,4.73204082009779,7.96875410452889,14.0516672953299,1.63700974212555,1.01470831399089,0.636739389760898,0.268664079923429
"72","TS TB101_9",NA,"Estuary","Tomales Bay","38.2093","-122.9292",NA,2.4,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Tomales Bay","Fish","Tomales Bay Fish",0.13,NA,NA,NA,NA,NA,0.312,NA,NA,NA,NA,11.375429244035,NA,3.54913392413893,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,6.07320746964422,10.2272779951173,18.0342254057709,2.10097507010765,1.30229944041612,0.817205633917731,0.344809514340229
