"","SampleMatrix","SampleID","PlasticType","MorphologicalCategory","Color","Length.mm","Width.mm","MatrixName","Size_um","matrix","lower_size_limit_um","upper_size_limit_um","general","season","site"
"148","manta","CB7-Manta-16Nov2017","Acrylic","Fiber","Light Blue",6.523,0.021,"samplewater, particulate, >125 to 355 um",6523,"samplewater",125,355,"plastic","wet","Central Bay"
"149","manta","CB7-Manta-DUP-16Nov2017","Polyester","Fiber","Gray",5.17,0.017,"samplewater, particulate, >125 to 355 um",5170,"samplewater",125,355,"plastic","wet","Central Bay"
"150","manta","CB7-Manta-DUP-16Nov2017","Acrylic","Fiber","Black",4.486,0.026,"samplewater, particulate, >125 to 355 um",4486,"samplewater",125,355,"plastic","wet","Central Bay"
"151","manta","CB7-Manta-DUP-16Nov2017","Cellulose acetate","Fiber","Gray",2.543,0.014,"samplewater, particulate, >125 to 355 um",2543,"samplewater",125,355,"plastic","wet","Central Bay"
"152","manta","SPB2-Manta-16Nov2017","Polyester","Fiber","Gold",0.9,0.033,"samplewater, particulate, >125 to 355 um",900,"samplewater",125,355,"plastic","wet","San Pablo Bay"
"153","manta","SPB2-Manta-16Nov2017","Polypropylene","Fiber","Purple",3.385,0.039,"samplewater, particulate, >125 to 355 um",3385,"samplewater",125,355,"plastic","wet","San Pablo Bay"
"154","manta","SPB2-Manta-16Nov2017","Polyester","Fiber","Purple",2.845,0.048,"samplewater, particulate, >125 to 355 um",2845,"samplewater",125,355,"plastic","wet","San Pablo Bay"
"155","manta","MBNMS-29-Manta-17Nov17","Polystyrene","Fiber","Gray",1.476,0.04,"samplewater, particulate, >125 to 355 um",1476,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"156","manta","MBNMS-29-Manta-17Nov17","Polyester","Fiber","Black",2.435,0.025,"samplewater, particulate, >125 to 355 um",2435,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"157","manta","MBNMS-29-Manta-17Nov17","Polyethylene","Fiber","Black",8.234,0.016,"samplewater, particulate, >125 to 355 um",8234,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"158","manta","MBNMS-29-Manta-17Nov17","Polystyrene","Fiber Bundle","White",1.824,0.921,"samplewater, particulate, >125 to 355 um",1824,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"159","manta","MBNMS29-Manta-BLANK-11Jan18","Acrylic","Fiber","Gray",2.566,0.022,"samplewater, particulate, >125 to 355 um",2566,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"160","manta","MBNMS29-Manta-BLANK-11Jan18","Polyurethane","Fiber","Black",1.43,0.014,"samplewater, particulate, >125 to 355 um",1430,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"161","manta","MBNMS29-Manta-BLANK-11Jan18","Polypropylene","Fiber","Gray",1.039,0.014,"samplewater, particulate, >125 to 355 um",1039,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"162","manta","MBNMS29-Manta-11Jan18","Polypropylene","Fiber","White",1.52,0.813,"samplewater, particulate, >125 to 355 um",1520,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"163","manta","CB8-Manta-11Jan18","Polypropylene","Fiber","Black",2.14,0.017,"samplewater, particulate, >125 to 355 um",2140,"samplewater",125,355,"plastic","wet","Central Bay"
"164","manta","CB8-Manta-11Jan18","Polypropylene","Fiber","Blue",4.804,0.068,"samplewater, particulate, >125 to 355 um",4804,"samplewater",125,355,"plastic","wet","Central Bay"
"165","manta","CB8-Manta-11Jan18","Polypropylene","Fiber","Pink",3.432,0.042,"samplewater, particulate, >125 to 355 um",3432,"samplewater",125,355,"plastic","wet","Central Bay"
"166","manta","CB8-Manta-11Jan18","Polypropylene","Fiber","Green",1.253,0.065,"samplewater, particulate, >125 to 355 um",1253,"samplewater",125,355,"plastic","wet","Central Bay"
"167","manta","CB8-Manta-11Jan18","Polypropylene","Fiber","Green",1.835,0.101,"samplewater, particulate, >125 to 355 um",1835,"samplewater",125,355,"plastic","wet","Central Bay"
"168","manta","CB8-Manta-11Jan18","Polypropylene","Fiber Bundle","White",1.012,0.948,"samplewater, particulate, >125 to 355 um",1012,"samplewater",125,355,"plastic","wet","Central Bay"
"169","manta","CB8-Manta-11Jan18","Acrylic","Fiber","Clear",2.9,0.045,"samplewater, particulate, >125 to 355 um",2900,"samplewater",125,355,"plastic","wet","Central Bay"
"170","manta","CB8-Manta-11Jan18","Polypropylene","Fiber Bundle","White",2.469,1.905,"samplewater, particulate, >125 to 355 um",2469,"samplewater",125,355,"plastic","wet","Central Bay"
"171","manta","CB8-Manta-11Jan18","Polypropylene","Fiber Bundle","Clear",0.738,0.678,"samplewater, particulate, >125 to 355 um",738,"samplewater",125,355,"plastic","wet","Central Bay"
"172","manta","CB8-Manta-11Jan18","Polypropylene","Fiber Bundle","Clear",3.273,0.322,"samplewater, particulate, >125 to 355 um",3273,"samplewater",125,355,"plastic","wet","Central Bay"
"173","manta","CB8-Manta-11Jan18","Polypropylene","Fiber Bundle","White",3.941,2.36,"samplewater, particulate, >125 to 355 um",3941,"samplewater",125,355,"plastic","wet","Central Bay"
"174","manta","CB8-Manta-11Jan18","Polypropylene","Fiber Bundle","White",8,2,"samplewater, particulate, >125 to 355 um",8000,"samplewater",125,355,"plastic","wet","Central Bay"
"175","manta","CB8-Manta-11Jan18","Polypropylene","Fiber Bundle","White",3.152,2.738,"samplewater, particulate, >125 to 355 um",3152,"samplewater",125,355,"plastic","wet","Central Bay"
"176","manta","CB8-Manta-11Jan18","Polypropylene","Fiber Bundle","White",1.794,1.284,"samplewater, particulate, >125 to 355 um",1794,"samplewater",125,355,"plastic","wet","Central Bay"
"177","manta","CB8-Manta-11Jan18","Polypropylene","Fiber Bundle","White",3.74,1.582,"samplewater, particulate, >125 to 355 um",3740,"samplewater",125,355,"plastic","wet","Central Bay"
"178","manta","CB8-Manta-11Jan18","Polypropylene","Fiber","Clear",2.38,0.047,"samplewater, particulate, >125 to 355 um",2380,"samplewater",125,355,"plastic","wet","Central Bay"
"179","manta","CB8-Manta-11Jan18","Polyester","Fiber","Red",1.17,0.043,"samplewater, particulate, >125 to 355 um",1170,"samplewater",125,355,"plastic","wet","Central Bay"
"180","manta","CB8-Manta-11Jan18","Polypropylene","Fiber","Black",3.525,0.039,"samplewater, particulate, >125 to 355 um",3525,"samplewater",125,355,"plastic","wet","Central Bay"
"181","manta","SB13-Manta-19Mar2018","Acrylic","Fiber","Black",4.813,0.026,"samplewater, particulate, >125 to 355 um",4813,"samplewater",125,355,"plastic","wet","South Bay"
"182","manta","SB13-Manta-19Mar2018","Polyester","Fiber","Black",3.566,0.023,"samplewater, particulate, >125 to 355 um",3566,"samplewater",125,355,"plastic","wet","South Bay"
"183","manta","SB13-Manta-19Mar2018","Acrylic","Fiber","Green",23.75,0.023,"samplewater, particulate, >125 to 355 um",23750,"samplewater",125,355,"plastic","wet","South Bay"
"184","manta","SB13-Manta-19Mar2018","Acrylic","Fiber","Purple",5.491,0.017,"samplewater, particulate, >125 to 355 um",5491,"samplewater",125,355,"plastic","wet","South Bay"
"185","manta","SB11-Manta-19Mar2018","Polyethylene","Fiber","Light Blue",2.956,1.827,"samplewater, particulate, >125 to 355 um",2956,"samplewater",125,355,"plastic","wet","South Bay"
"186","manta","SB11-Manta-19Mar2018","Polyester","Fiber","Green",8.981,0.016,"samplewater, particulate, >125 to 355 um",8981,"samplewater",125,355,"plastic","wet","South Bay"
"187","manta","SB10-Manta-19Mar2018","Nylon","Fiber","Black",2.526,0.021,"samplewater, particulate, >125 to 355 um",2526,"samplewater",125,355,"plastic","wet","South Bay"
"188","manta","SB10-Manta-19Mar2018","Polypropylene","Fiber","Pink",3.321,0.041,"samplewater, particulate, >125 to 355 um",3321,"samplewater",125,355,"plastic","wet","South Bay"
"189","manta","SB12-Manta-DUP-19Mar2018","Polyethylene","Fiber","Dark Blue",1.92,0.019,"samplewater, particulate, >125 to 355 um",1920,"samplewater",125,355,"plastic","wet","South Bay"
"190","manta","SB12-Manta-DUP-19Mar2018","Acrylic","Fiber","Black",1.455,0.015,"samplewater, particulate, >125 to 355 um",1455,"samplewater",125,355,"plastic","wet","South Bay"
"191","manta","SB12-Manta-DUP-19Mar2018","Polyethylene","Fiber","Light Blue",5.308,0.016,"samplewater, particulate, >125 to 355 um",5308,"samplewater",125,355,"plastic","wet","South Bay"
"192","manta","SB12-Manta-DUP-19Mar2018","Polystyrene","Fiber","Dark Blue",1.696,0.018,"samplewater, particulate, >125 to 355 um",1696,"samplewater",125,355,"plastic","wet","South Bay"
"193","manta","SB12-Manta-DUP-19Mar2018","Polyethylene","Fiber","Purple",1.395,0.01,"samplewater, particulate, >125 to 355 um",1395,"samplewater",125,355,"plastic","wet","South Bay"
"194","manta","SB12-Manta-DUP-19Mar2018","Acrylic","Fiber","Pink",2.378,0.018,"samplewater, particulate, >125 to 355 um",2378,"samplewater",125,355,"plastic","wet","South Bay"
"195","manta","SB12-Manta-DUP-19Mar2018","Paint","Fiber","Dark Blue",2.378,0.018,"samplewater, particulate, >125 to 355 um",2378,"samplewater",125,355,"plastic","wet","South Bay"
"196","manta","SB12-Manta-DUP-19Mar2018","Paint","Fiber","Light Blue",1.218,0.017,"samplewater, particulate, >125 to 355 um",1218,"samplewater",125,355,"plastic","wet","South Bay"
"197","manta","SB12-Manta-DUP-19Mar2018","Polyester","Fiber","Light Blue",2.277,0.012,"samplewater, particulate, >125 to 355 um",2277,"samplewater",125,355,"plastic","wet","South Bay"
"198","manta","SB12-Manta-DUP-19Mar2018","Polyester","Fiber","Red",2.513,0.02,"samplewater, particulate, >125 to 355 um",2513,"samplewater",125,355,"plastic","wet","South Bay"
"199","manta","SB12-Manta-DUP-19Mar2018","Polyester","Fiber","Black",2.988,0.01,"samplewater, particulate, >125 to 355 um",2988,"samplewater",125,355,"plastic","wet","South Bay"
"200","manta","SB12-Manta-DUP-19Mar2018","Polyester","Fiber Bundle","Pink",1.426,0.581,"samplewater, particulate, >125 to 355 um",1426,"samplewater",125,355,"plastic","wet","South Bay"
"201","manta","MBNMS30-Manta-31Mar2018","Polyester","Fiber","Brown",8.255,0.047,"samplewater, particulate, >125 to 355 um",8255,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"202","manta","MBNMS30-Manta-31Mar2018","Polyester","Fiber","Brown",1.387,0.03,"samplewater, particulate, >125 to 355 um",1387,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"203","manta","GFNMS27-Manta-29Mar2018","Polyester","Fiber","Blue",2.058,0.032,"samplewater, particulate, >125 to 355 um",2058,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"204","manta","GFNMS27-Manta-29Mar2018","Acrylonitrile butadiene styrene","Fiber","Dark Blue",3.674,0.019,"samplewater, particulate, >125 to 355 um",3674,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"205","manta","GFNMS27-Manta-29Mar2018","Polypropylene","Fiber","Black",9.278,0.012,"samplewater, particulate, >125 to 355 um",9278,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"206","manta","GFNMS27-Manta-29Mar2018","Polyester","Fiber","Red",1.725,0.054,"samplewater, particulate, >125 to 355 um",1725,"samplewater",125,355,"plastic","wet","National Marine Sanctuary"
"207","manta","Manta_LabBlank3","Acrylic","Fiber","White",0.86,0.043,"samplewater, particulate, >125 to 355 um",860,"samplewater",125,355,"plastic",NA,NA
"208","manta","CB-4-Manta-21Aug2017","Polyethylene/polypropylene copolymer","Fragment","Light Blue",59,0.414,"samplewater, particulate, >125 to 355 um",59000,"samplewater",125,355,"plastic","dry","Central Bay"
"209","manta","CB-4-Manta-21Aug2017","Polyethylene","Fragment","Pink",3.322,0.373,"samplewater, particulate, >125 to 355 um",3322,"samplewater",125,355,"plastic","dry","Central Bay"
"210","manta","CB-4-Manta-21Aug2017","Paint","Fragment","Green",0.512,0.42,"samplewater, particulate, >125 to 355 um",512,"samplewater",125,355,"plastic","dry","Central Bay"
"211","manta","CB-4-Manta-21Aug2017","Polyethylene terephthalate","Fragment","Clear",1.032,0.223,"samplewater, particulate, >125 to 355 um",1032,"samplewater",125,355,"plastic","dry","Central Bay"
"212","manta","CB-4-Manta-21Aug2017","Acrylonitrile butadiene styrene","Fragment","Clear",1.189,0.649,"samplewater, particulate, >125 to 355 um",1189,"samplewater",125,355,"plastic","dry","Central Bay"
"213","manta","CB5-Manta-22Aug2017","Polypropylene","Fragment","Green",1.842,0.079,"samplewater, particulate, >125 to 355 um",1842,"samplewater",125,355,"plastic","dry","Central Bay"
"214","manta","CB5-Manta-22Aug2017","Polyethylene","Fragment","Clear",0.676,0.448,"samplewater, particulate, >125 to 355 um",676,"samplewater",125,355,"plastic","dry","Central Bay"
"215","manta","CB5-Manta-22Aug2017","Polyurethane","Foam","Clear",2.207,0.787,"samplewater, particulate, >125 to 355 um",2207,"samplewater",125,355,"plastic","dry","Central Bay"
"216","manta","CB5-Manta-22Aug2017","Polystyrene","Film","Light Blue",3.588,2.968,"samplewater, particulate, >125 to 355 um",3588,"samplewater",125,355,"plastic","dry","Central Bay"
"217","manta","CB5-Manta-22Aug2017","Acrylic","Fragment","Clear",0.363,0.269,"samplewater, particulate, >125 to 355 um",363,"samplewater",125,355,"plastic","dry","Central Bay"
"218","manta","CB5-Manta-22Aug2017","Polyethylene","Fragment","Clear",0.618,0.503,"samplewater, particulate, >125 to 355 um",618,"samplewater",125,355,"plastic","dry","Central Bay"
"219","manta","CB5-Manta-22Aug2017","Polyurethane","Foam","Clear",0.778,0.374,"samplewater, particulate, >125 to 355 um",778,"samplewater",125,355,"plastic","dry","Central Bay"
"220","manta","CB5-Manta-22Aug2017","Polystyrene","Film","Light Blue",0.597,0.314,"samplewater, particulate, >125 to 355 um",597,"samplewater",125,355,"plastic","dry","Central Bay"
"221","manta","CB5-Manta-22Aug2017","Polyurethane","Foam","Clear",0.407,0.206,"samplewater, particulate, >125 to 355 um",407,"samplewater",125,355,"plastic","dry","Central Bay"
"222","manta","CB5-Manta-22Aug2017","Polyurethane","Foam","Clear",0.892,0.391,"samplewater, particulate, >125 to 355 um",892,"samplewater",125,355,"plastic","dry","Central Bay"
"223","manta","CB5-Manta-22Aug2017","Polyurethane","Fragment","Clear",0.601,0.222,"samplewater, particulate, >125 to 355 um",601,"samplewater",125,355,"plastic","dry","Central Bay"
"224","manta","CB5-Manta-22Aug2017","Polyurethane","Fragment","Pink",2.151,1.217,"samplewater, particulate, >125 to 355 um",2151,"samplewater",125,355,"plastic","dry","Central Bay"
"225","manta","CB5-Manta-22Aug2017","Polyurethane","Fragment","Yellow",1.037,0.335,"samplewater, particulate, >125 to 355 um",1037,"samplewater",125,355,"plastic","dry","Central Bay"
"226","manta","CB5-Manta-22Aug2017","Polyurethane","Fragment","Yellow",0.399,0.183,"samplewater, particulate, >125 to 355 um",399,"samplewater",125,355,"plastic","dry","Central Bay"
"227","manta","CB5-Manta-22Aug2017","Polyurethane","Film","Yellow",0.502,0.167,"samplewater, particulate, >125 to 355 um",502,"samplewater",125,355,"plastic","dry","Central Bay"
"228","manta","CB5-Manta-22Aug2017","Polystyrene","Foam","White",1.098,0.792,"samplewater, particulate, >125 to 355 um",1098,"samplewater",125,355,"plastic","dry","Central Bay"
"229","manta","CB5-Manta-22Aug2017","Polystyrene","Foam","White",1.251,0.853,"samplewater, particulate, >125 to 355 um",1251,"samplewater",125,355,"plastic","dry","Central Bay"
"230","manta","CB5-Manta-5Nov2017","Polystyrene","Foam","White",3.474,1.219,"samplewater, particulate, >125 to 355 um",3474,"samplewater",125,355,"plastic","wet","Central Bay"
"231","manta","CB5-Manta-5Nov2017","Polypropylene","Fragment","Clear",0.66,0.393,"samplewater, particulate, >125 to 355 um",660,"samplewater",125,355,"plastic","wet","Central Bay"
"232","manta","CB5-Manta-5Nov2017","Acrylic","Film","Gold",0.408,0.331,"samplewater, particulate, >125 to 355 um",408,"samplewater",125,355,"plastic","wet","Central Bay"
"233","manta","CB5-Manta-5Nov2017","Polyethylene","Fragment","Clear",0.33,0.209,"samplewater, particulate, >125 to 355 um",330,"samplewater",125,355,"plastic","wet","Central Bay"
"234","manta","CB5-Manta-5Nov2017","Polyethylene","Fragment","Green",1.207,0.541,"samplewater, particulate, >125 to 355 um",1207,"samplewater",125,355,"plastic","wet","Central Bay"
"235","manta","CB5-Manta-5Nov2017","Polypropylene","Fragment","Clear",0.421,0.401,"samplewater, particulate, >125 to 355 um",421,"samplewater",125,355,"plastic","wet","Central Bay"
"236","manta","CB5-Manta-5Nov2017","Polyethylene","Sphere","White",0.387,0.351,"samplewater, particulate, >125 to 355 um",387,"samplewater",125,355,"plastic","wet","Central Bay"
"237","manta","CB5-Manta-5Nov2017","Polyethylene","Fragment","Green",0.665,0.435,"samplewater, particulate, >125 to 355 um",665,"samplewater",125,355,"plastic","wet","Central Bay"
"238","manta","CB5-Manta-5Nov2017","Acrylic","Film","Yellow",0.501,0.373,"samplewater, particulate, >125 to 355 um",501,"samplewater",125,355,"plastic","wet","Central Bay"
"239","manta","CB5-Manta-5Nov2017","Polyethylene","Fragment","Clear",1.3647,1.295,"samplewater, particulate, >125 to 355 um",1364.7,"samplewater",125,355,"plastic","wet","Central Bay"
"240","manta","CB5-Manta-5Nov2017","Polyethylene","Fragment","Brown",2.71,1.259,"samplewater, particulate, >125 to 355 um",2710,"samplewater",125,355,"plastic","wet","Central Bay"
"241","manta","CB5-Manta-5Nov2017","Acrylic","Film","Yellow",1.215,1.162,"samplewater, particulate, >125 to 355 um",1215,"samplewater",125,355,"plastic","wet","Central Bay"
"242","manta","CB5-Manta-5Nov2017","Ethylene/vinyl acetate copolymer","Fragment","White",0.308,0.231,"samplewater, particulate, >125 to 355 um",308,"samplewater",125,355,"plastic","wet","Central Bay"
"243","manta","CB5-Manta-5Nov2017","Polyethylene","Fragment","Yellow",4.174,1.804,"samplewater, particulate, >125 to 355 um",4174,"samplewater",125,355,"plastic","wet","Central Bay"
"244","manta","CB5-Manta-5Nov2017","Polystyrene","Foam","White",4.673,1.53,"samplewater, particulate, >125 to 355 um",4673,"samplewater",125,355,"plastic","wet","Central Bay"
"245","manta","CB5-Manta-5Nov2017","Polystyrene","Foam","White",0.992,0.217,"samplewater, particulate, >125 to 355 um",992,"samplewater",125,355,"plastic","wet","Central Bay"
