"","Reference","sampleID","sample.matrix","sample.matrix.specific","compartment","Sampling.apparatus","Sample.Type","site","specific.location","latitude","longitude","season","particles.L.blank.corrected","particles.fish.blank.corrected","particles.kg.blank.corrected","fiber.correction.factor","plastic_proportion_correction","min_mesh_size_um","max_mesh_size_um","alpha","alpha.sd","rescaling_correction_factor","particles.L_rescaled_corrected_5thPercentile","particles.L_rescaled_corrected_50thPercentile","particles.L_rescaled_corrected_95thPercentile","particles.L_rescaled_corrected_deterministic","particle.fish.master","particles.kg.master"
"105","Zhu et. al 2021","TS CB010_2","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,35.4,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,84.5649410001564,NA
"106","Zhu et. al 2021","TS CB010_3","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,22.53,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,53.820568382303,NA
"107","Zhu et. al 2021","TS CB010_4","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,6.67,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,15.9335637421199,NA
"108","Zhu et. al 2021","TS CB010_5","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,12.33,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,29.4543989415799,NA
"109","Zhu et. al 2021","TS CB010_6","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,18.87,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,45.0774134653376,NA
"110","Zhu et. al 2021","TS CB010_7","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,8.4,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,20.0662571864778,NA
"111","Zhu et. al 2021","TS CB010_8","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,3.4,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,8.12205648024101,NA
"112","Zhu et. al 2021","AN SOSL40_1","fish","anchovy","marine","otter trawl/cast net","sample","general",NA,"37.4621","-122.0217",NA,NA,9,NA,1,0.1775,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,18.172248217346,NA
"113","Zhu et. al 2021","AN SOSL40_2","fish","anchovy","marine","otter trawl/cast net","sample","general",NA,"37.4621","-122.0217",NA,NA,0.73,NA,1,0.1775,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,1.47397124429584,NA
"114","Zhu et. al 2021","AN SOSL40_3","fish","anchovy","marine","otter trawl/cast net","sample","general",NA,"37.4621","-122.0217",NA,NA,2.47,NA,1,0.1775,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,4.98727256631606,NA
"115","Zhu et. al 2021","AN SOSL40_4","fish","anchovy","marine","otter trawl/cast net","sample","general",NA,"37.4621","-122.0217",NA,NA,7.27,NA,1,0.1775,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,14.6791382822339,NA
"116","Zhu et. al 2021","AN SOSL40_5","fish","anchovy","marine","otter trawl/cast net","sample","general",NA,"37.4621","-122.0217",NA,NA,2.4,NA,1,0.1775,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,4.84593285795892,NA
"117","Zhu et. al 2021","AN SOSL40_6","fish","anchovy","marine","otter trawl/cast net","sample","general",NA,"37.4621","-122.0217",NA,NA,1.67,NA,1,0.1775,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,3.37196161366309,NA
"118","Zhu et. al 2021","AN SOSL40_7","fish","anchovy","marine","otter trawl/cast net","sample","general",NA,"37.4621","-122.0217",NA,NA,2.73,NA,1,0.1775,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,5.51224862592828,NA
"119","Zhu et. al 2021","AN SOSL40_8","fish","anchovy","marine","otter trawl/cast net","sample","general",NA,"37.4621","-122.0217",NA,NA,5.4,NA,1,0.1775,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,10.9033489304076,NA
"120","Zhu et. al 2021","AN SOSL40_9","fish","anchovy","marine","otter trawl/cast net","sample","general",NA,"37.4621","-122.0217",NA,NA,0.73,NA,1,0.1775,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,1.47397124429584,NA
